Date,Open,High,Low,Close,Adj Close,Volume
12-01-2018,44.044998,44.34,43.912498,44.272499,42.168545,101672400
16-01-2018,44.474998,44.8475,44.035,44.047501,41.954243,118263600
17-01-2018,44.037498,44.8125,43.767502,44.775002,42.647167,137547200
18-01-2018,44.842499,45.025002,44.5625,44.814999,42.685261,124773600
19-01-2018,44.6525,44.895,44.352501,44.615002,42.494759,129700400
22-01-2018,44.325001,44.445,44.150002,44.25,42.147114,108434400
23-01-2018,44.325001,44.860001,44.205002,44.259998,42.156639,130756400
24-01-2018,44.3125,44.325001,43.299999,43.555,41.485142,204420400
25-01-2018,43.627499,43.737499,42.6325,42.7775,40.744583,166116000
26-01-2018,43,43,42.514999,42.877499,40.839836,156572000
29-01-2018,42.540001,42.540001,41.767502,41.990002,39.994514,202561600
30-01-2018,41.3825,41.842499,41.174999,41.7425,39.75877,184192800
31-01-2018,41.717499,42.110001,41.625,41.857498,39.868313,129915600
01-02-2018,41.7925,42.154999,41.689999,41.945,39.951656,188923200
02-02-2018,41.5,41.700001,40.025002,40.125,38.218147,346375200
05-02-2018,39.775002,40.970001,39,39.122501,37.26329,290954000
06-02-2018,38.7075,40.93,38.5,40.7575,38.820576,272975200
07-02-2018,40.772499,40.849998,39.767502,39.884998,37.98954,206434400
08-02-2018,40.072498,40.25,38.7575,38.787498,36.944206,217562000
09-02-2018,39.267502,39.4725,37.560001,39.102501,37.396095,282690400
12-02-2018,39.625,40.9725,39.377499,40.677502,38.902351,243278000
13-02-2018,40.487499,41.1875,40.412498,41.084999,39.292072,130196800
14-02-2018,40.759998,41.884998,40.720001,41.842499,40.016518,162579600
15-02-2018,42.447498,43.272499,42.25,43.247501,41.360207,204588800
16-02-2018,43.09,43.705002,42.942501,43.107498,41.226311,160704400
20-02-2018,43.012501,43.564999,42.855,42.962502,41.087635,135722000
21-02-2018,43.2075,43.529999,42.752499,42.767502,40.901154,149886400
22-02-2018,42.950001,43.487499,42.927502,43.125,41.24305,123967600
23-02-2018,43.4175,43.912498,43.384998,43.875,41.960316,135249600
26-02-2018,44.087502,44.8475,44.052502,44.7425,42.78997,152648800
27-02-2018,44.775002,45.119999,44.540001,44.5975,42.651276,155712400
28-02-2018,44.814999,45.154999,44.512501,44.529999,42.586727,151128400
01-03-2018,44.634998,44.945,43.165001,43.75,41.840771,195208000
02-03-2018,43.200001,44.075001,43.112499,44.052502,42.130077,153816000
05-03-2018,43.802502,44.435001,43.630001,44.205002,42.275917,113605600
06-03-2018,44.477501,44.5625,44.032501,44.1675,42.240047,95154000
07-03-2018,43.735001,43.962502,43.567501,43.7575,41.84795,126814000
08-03-2018,43.869999,44.279999,43.767502,44.235001,42.304607,95096400
09-03-2018,44.490002,45,44.3475,44.994999,43.031433,128740800
12-03-2018,45.072498,45.5975,45.052502,45.43,43.44746,128828400
13-03-2018,45.647499,45.875,44.810001,44.9925,43.029045,126774000
14-03-2018,45.080002,45.130001,44.452499,44.610001,42.66325,117473600
15-03-2018,44.625,45.060001,44.517502,44.662498,42.713451,90975200
16-03-2018,44.662498,44.779999,44.404999,44.505001,42.562828,157618800
19-03-2018,44.330002,44.3675,43.415001,43.825001,41.912502,133787200
20-03-2018,43.810001,44.200001,43.735001,43.810001,41.898155,78597600
21-03-2018,43.759998,43.772499,42.814999,42.817501,40.948963,148219600
22-03-2018,42.5,43.169998,42.150002,42.212502,40.370358,165963200
23-03-2018,42.0975,42.48,41.235001,41.235001,39.435528,164115200
26-03-2018,42.017502,43.275002,41.610001,43.192501,41.307606,150164800
27-03-2018,43.419998,43.787498,41.73,42.084999,40.248425,163690400
28-03-2018,41.8125,42.505001,41.297501,41.619999,39.803719,166674000
29-03-2018,41.952499,42.9375,41.724998,41.945,40.114544,153594000
02-04-2018,41.66,42.235001,41.1175,41.669998,39.851543,150347200
03-04-2018,41.91,42.1875,41.220001,42.0975,40.26038,121112000
04-04-2018,41.220001,43.002499,41.192501,42.9025,41.030254,138422000
05-04-2018,43.145,43.557499,43.02,43.200001,41.31477,107732800
06-04-2018,42.7425,43.119999,42.049999,42.095001,40.257992,140021200
09-04-2018,42.470001,43.272499,42.462502,42.512501,40.65728,116070800
10-04-2018,43.25,43.5,42.8825,43.3125,41.422363,113634400
11-04-2018,43.057499,43.48,42.924999,43.110001,41.228703,89726400
12-04-2018,43.352501,43.75,43.259998,43.535,41.635151,91557200
13-04-2018,43.695,43.959999,43.462502,43.682499,41.776218,100497200
16-04-2018,43.7575,44.047501,43.7075,43.955002,42.036827,86313600
17-04-2018,44.122501,44.735001,44.102501,44.560001,42.615421,106421600
18-04-2018,44.452499,44.705002,44.220001,44.459999,42.519783,83018000
19-04-2018,43.439999,43.8475,43.165001,43.200001,41.31477,139235200
20-04-2018,42.650002,42.805,41.357498,41.43,39.622017,261964400
23-04-2018,41.7075,41.73,41.022499,41.310001,39.507252,146062000
24-04-2018,41.4175,41.5825,40.305,40.735001,38.957333,134768000
25-04-2018,40.654999,41.355,40.602501,40.912498,39.127098,113528400
26-04-2018,41.029999,41.432499,40.842499,41.055,39.26339,111852000
27-04-2018,41,41.0825,40.157501,40.580002,38.809113,142623200
30-04-2018,40.532501,41.814999,40.459999,41.314999,39.512028,169709600
01-05-2018,41.602501,42.299999,41.317501,42.275002,40.430145,214277600
02-05-2018,43.807499,44.4375,43.450001,44.142502,42.216145,266157600
03-05-2018,43.970001,44.375,43.610001,44.2225,42.292652,136272800
04-05-2018,44.5625,46.0625,44.5425,45.9575,43.951942,224805200
07-05-2018,46.294998,46.9175,46.1875,46.290001,44.26992,169805600
08-05-2018,46.247501,46.555,45.9175,46.512501,44.482716,113611200
09-05-2018,46.637501,46.849998,46.305,46.84,44.795918,92844800
10-05-2018,46.935001,47.592499,46.912498,47.509998,45.436676,111957200
11-05-2018,47.372501,47.514999,46.862499,47.147499,45.263878,104848800
14-05-2018,47.252499,47.3825,46.965,47.037498,45.158264,83115200
15-05-2018,46.695,46.767502,46.275002,46.610001,44.747852,94780800
16-05-2018,46.517502,47.115002,46.5,47.044998,45.165478,76732400
17-05-2018,47,47.227501,46.59,46.747501,44.879856,69176000
18-05-2018,46.797501,46.952499,46.532501,46.577499,44.716656,73190800
21-05-2018,47,47.317501,46.727501,46.907501,45.033463,73603200
22-05-2018,47.095001,47.220001,46.695,46.790001,44.920662,60962800
23-05-2018,46.587502,47.125,46.439999,47.09,45.208683,80233600
24-05-2018,47.192501,47.209999,46.552502,47.037498,45.158264,92936000
25-05-2018,47.057499,47.412498,46.912498,47.145,45.261475,69844000
29-05-2018,46.900002,47.1875,46.717499,46.974998,45.09827,90056400
30-05-2018,46.93,47,46.695,46.875,45.00227,74762000
31-05-2018,46.805,47.057499,46.535,46.717499,44.851063,109931200
01-06-2018,46.997501,47.564999,46.9375,47.560001,45.659897,93770000
04-06-2018,47.91,48.355,47.837502,47.9575,46.041527,105064800
05-06-2018,48.267502,48.485001,48.09,48.327499,46.396729,86264000
06-06-2018,48.407501,48.52,47.98,48.494999,46.557537,83734400
07-06-2018,48.535,48.549999,48.084999,48.365002,46.432739,85388800
08-06-2018,47.7925,48,47.442501,47.924999,46.010315,106627200
11-06-2018,47.837502,47.9925,47.552502,47.807499,45.897507,73234000
12-06-2018,47.8475,48.1525,47.787498,48.07,46.149529,67644400
13-06-2018,48.105,48.220001,47.610001,47.674999,45.770298,86553600
14-06-2018,47.887501,47.892502,47.555,47.700001,45.794304,86440400
15-06-2018,47.5075,47.540001,47.064999,47.209999,45.323883,246876800
18-06-2018,46.970001,47.305,46.799999,47.185001,45.299881,73939600
19-06-2018,46.285,46.5825,45.862499,46.422501,44.567844,134314000
20-06-2018,46.587502,46.799999,46.432499,46.625,44.762253,82514800
21-06-2018,46.8125,47.087502,46.235001,46.365002,44.512646,102847600
22-06-2018,46.529999,46.537498,46.174999,46.23,44.38303,108801600
25-06-2018,45.849998,46.23,45.182499,45.5425,43.723007,126652400
26-06-2018,45.747501,46.6325,45.634998,46.107498,44.265427,98276800
27-06-2018,46.307499,46.82,46.0075,46.040001,44.200626,101141200
28-06-2018,46.025002,46.552502,45.950001,46.375,44.522247,69460800
29-06-2018,46.572498,46.797501,45.727501,46.2775,44.428635,90950800
02-07-2018,45.955002,46.825001,45.855,46.794998,44.925461,70925200
03-07-2018,46.947498,46.987499,45.884998,45.98,44.143021,55819200
05-07-2018,46.314999,46.602501,46.07,46.349998,44.498241,66416800
06-07-2018,46.355,47.107498,46.299999,46.9925,45.115067,69940800
09-07-2018,47.375,47.669998,47.325001,47.645,45.741493,79026400
10-07-2018,47.677502,47.82,47.544998,47.587502,45.686295,63756400
11-07-2018,47.125,47.445,46.9025,46.970001,45.093475,75326000
12-07-2018,47.3825,47.852501,47.327499,47.7575,45.849506,72164400
13-07-2018,47.77,47.959999,47.724998,47.8325,45.921513,50055600
16-07-2018,47.880001,48.162498,47.605,47.727501,45.820709,60172400
17-07-2018,47.4375,47.967499,47.299999,47.862499,45.950306,62138000
18-07-2018,47.945,47.950001,47.482498,47.599998,45.698292,65573600
19-07-2018,47.422501,48.137501,47.422501,47.970001,46.053513,81147200
20-07-2018,47.945,48.107498,47.5425,47.860001,45.947914,82704800
23-07-2018,47.669998,47.990002,47.389999,47.9025,45.98872,63957600
24-07-2018,48.112499,48.415001,48.012501,48.25,46.322338,74791600
25-07-2018,48.264999,48.712502,48.107498,48.705002,46.759151,66839600
26-07-2018,48.6525,48.990002,48.4025,48.552502,46.612751,76304000
27-07-2018,48.747501,48.797501,47.525002,47.744999,45.837505,96096000
30-07-2018,47.974998,48.049999,47.267502,47.477501,45.580696,84118000
31-07-2018,47.575001,48.035,47.334999,47.572498,45.671898,157492000
01-08-2018,49.782501,50.439999,49.327499,50.375,48.362434,271742800
02-08-2018,50.145,52.095001,50.087502,51.8475,49.776104,249616000
03-08-2018,51.7575,52.185001,51.369999,51.997501,49.920105,133789600
06-08-2018,52,52.3125,51.767502,52.267502,50.179325,101701600
07-08-2018,52.330002,52.375,51.689999,51.7775,49.708904,102349600
08-08-2018,51.512501,51.952499,51.130001,51.8125,49.742493,90102000
09-08-2018,52.3825,52.445,51.799999,52.220001,50.133724,93970400
10-08-2018,51.84,52.275002,51.6675,51.8825,49.984398,98444800
13-08-2018,52.327499,52.737499,51.924999,52.217499,50.307137,103563600
14-08-2018,52.540001,52.639999,52.064999,52.4375,50.519089,82992000
15-08-2018,52.305,52.685001,52.0825,52.560001,50.637115,115230400
16-08-2018,52.9375,53.452499,52.8675,53.330002,51.378937,114001600
17-08-2018,53.360001,54.487499,53.290001,54.395,52.40498,141708000
20-08-2018,54.525002,54.794998,53.7775,53.865002,51.894371,121150800
21-08-2018,54.200001,54.297501,53.5075,53.759998,51.793205,104639200
22-08-2018,53.525002,54.09,53.459999,53.762501,51.79562,76072400
23-08-2018,53.662498,54.262501,53.650002,53.872501,51.901596,75532800
24-08-2018,54.150002,54.224998,53.7775,54.040001,52.062962,73905600
27-08-2018,54.287498,54.685001,54.0825,54.485001,52.491695,82100400
28-08-2018,54.752499,55.134998,54.73,54.924999,52.915588,91107200
29-08-2018,55.037498,55.872501,54.852501,55.744999,53.705589,109019200
30-08-2018,55.8125,57.064999,55.599998,56.2575,54.199337,195175200
31-08-2018,56.627499,57.217499,56.5,56.907501,54.825554,173360400
04-09-2018,57.102501,57.294998,56.657501,57.09,55.001377,109560400
05-09-2018,57.247501,57.4175,56.275002,56.717499,54.642513,133332000
06-09-2018,56.557499,56.837502,55.325001,55.775002,53.734486,137160000
07-09-2018,55.462502,56.342499,55.177502,55.325001,53.300961,150479200
10-09-2018,55.237499,55.462502,54.1175,54.5825,52.585613,158066000
11-09-2018,54.502499,56.075001,54.139999,55.962502,53.915127,142996000
12-09-2018,56.235001,56.25,54.959999,55.267502,53.245548,197114800
13-09-2018,55.880001,57.087502,55.642502,56.602501,54.531723,166825600
14-09-2018,56.4375,56.709999,55.630001,55.959999,53.912724,127997200
17-09-2018,55.537498,55.737499,54.317501,54.470001,52.47723,148780400
18-09-2018,54.447498,55.462502,54.279999,54.560001,52.563938,126286800
19-09-2018,54.625,54.904999,53.825001,54.592499,52.595249,108495200
20-09-2018,55.060001,55.57,54.787498,55.0075,52.995064,106435200
21-09-2018,55.195,55.34,54.322498,54.415001,52.424244,384986800
24-09-2018,54.205002,55.314999,54.157501,55.197498,53.178116,110773600
25-09-2018,54.9375,55.705002,54.924999,55.547501,53.515312,98217600
26-09-2018,55.25,55.9375,54.939999,55.105,53.088997,95938800
27-09-2018,55.955002,56.610001,55.884998,56.237499,54.180065,120724800
28-09-2018,56.197498,56.459999,56.005001,56.435001,54.370338,91717600
01-10-2018,56.987499,57.355,56.587502,56.814999,54.736446,94403200
02-10-2018,56.8125,57.5,56.657501,57.32,55.222969,99152800
03-10-2018,57.512501,58.3675,57.445,58.017502,55.894951,114619200
04-10-2018,57.695,58.087502,56.682499,56.997501,54.91227,128168000
05-10-2018,56.990002,57.102501,55.145,56.072498,54.021099,134322000
08-10-2018,55.552502,56.200001,55.049999,55.942501,53.895859,118655600
09-10-2018,55.91,56.817501,55.5625,56.717499,54.642513,107564000
10-10-2018,56.365002,56.587502,54.012501,54.09,52.111134,167962400
11-10-2018,53.630001,54.875,53.080002,53.612499,51.651104,212497600
12-10-2018,55.105,55.720001,54.209999,55.5275,53.496037,161351600
15-10-2018,55.290001,55.4575,54.317501,54.34,52.35199,123164000
16-10-2018,54.732498,55.747501,54.189999,55.537498,53.505676,116736000
17-10-2018,55.575001,55.66,54.834999,55.297501,53.274464,91541600
18-10-2018,54.465,54.935001,53.25,54.005001,52.029251,130325200
19-10-2018,54.514999,55.314999,54.357498,54.827499,52.821651,132314800
22-10-2018,54.947498,55.84,54.735001,55.162498,53.144398,115168400
23-10-2018,53.9575,55.8125,53.674999,55.682499,53.645378,155071200
24-10-2018,55.650002,56.057499,53.634998,53.772499,51.805248,163702000
25-10-2018,54.427502,55.345001,54.1875,54.950001,52.939674,119423200
26-10-2018,53.974998,55.047501,53.1675,54.075001,52.096687,189033600
29-10-2018,54.797501,54.922501,51.522499,53.060001,51.11882,183742000
30-10-2018,52.787498,53.794998,52.317501,53.325001,51.374126,146640000
31-10-2018,54.220001,55.112499,54.154999,54.715,52.713268,153435600
01-11-2018,54.762501,55.59,54.202499,55.555,53.522533,233292800
02-11-2018,52.387501,53.412498,51.357498,51.869999,49.972347,365314800
05-11-2018,51.075001,51.0975,49.5425,50.397499,48.553722,264654800
06-11-2018,50.48,51.18,50.422501,50.942501,49.078785,127531600
07-11-2018,51.4925,52.514999,51.032501,52.487499,50.567261,133697600
08-11-2018,52.494999,52.529999,51.6875,52.122501,50.390827,101450400
09-11-2018,51.387501,51.502499,50.5625,51.1175,49.419209,137463200
12-11-2018,49.75,49.962502,48.447498,48.5425,46.929764,204542000
13-11-2018,47.907501,49.294998,47.862499,48.057499,46.460876,187531600
14-11-2018,48.474998,48.619999,46.482498,46.700001,45.148479,243204000
15-11-2018,47.0975,47.9925,46.724998,47.852501,46.262688,185915200
16-11-2018,47.625,48.7425,47.365002,48.3825,46.775078,147713200
19-11-2018,47.5,47.674999,46.247501,46.465,44.921288,167701200
20-11-2018,44.592499,45.3675,43.877499,44.244999,42.775043,271300800
21-11-2018,44.932499,45.067501,44.137501,44.195,42.7267,124496800
23-11-2018,43.735001,44.150002,43.025002,43.072498,41.641495,94496000
26-11-2018,43.560001,43.737499,42.564999,43.654999,42.204643,179994000
27-11-2018,42.877499,43.692501,42.720001,43.560001,42.112804,165549600
28-11-2018,44.182499,45.322498,43.732498,45.235001,43.732151,184250000
29-11-2018,45.665001,45.700001,44.424999,44.887501,43.396187,167080000
30-11-2018,45.072498,45.0825,44.2575,44.645,43.161751,158126000
03-12-2018,46.115002,46.235001,45.302502,46.205002,44.669926,163210000
04-12-2018,45.237499,45.5975,44.067501,44.172501,42.704956,165377200
06-12-2018,42.939999,43.695,42.605,43.68,42.228817,172393600
07-12-2018,43.372501,43.622501,42.075001,42.122501,40.723061,169126400
10-12-2018,41.25,42.522499,40.8325,42.400002,40.991341,248104000
11-12-2018,42.915001,42.947498,41.75,42.157501,40.756893,189126800
12-12-2018,42.599998,42.98,42.255001,42.275002,40.870495,142510800
13-12-2018,42.622501,43.142502,42.387501,42.737499,41.317623,127594400
14-12-2018,42.25,42.27,41.32,41.369999,39.995552,162814800
17-12-2018,41.362499,42.087502,40.682499,40.985001,39.623344,177151600
18-12-2018,41.345001,41.8825,41.0975,41.517502,40.138157,135366000
19-12-2018,41.5,41.862499,39.772499,40.2225,38.886177,196189200
20-12-2018,40.099998,40.5275,38.825001,39.2075,37.904903,259092000
21-12-2018,39.215,39.540001,37.407501,37.682499,36.430569,382978400
24-12-2018,37.037498,37.887501,36.647499,36.7075,35.487961,148676800
26-12-2018,37.075001,39.307499,36.68,39.2925,37.987083,234330000
27-12-2018,38.959999,39.192501,37.517502,39.037498,37.740551,212468400
28-12-2018,39.375,39.630001,38.637501,39.057499,37.759888,169165600
31-12-2018,39.6325,39.84,39.119999,39.435001,38.124851,140014000
02-01-2019,38.7225,39.712502,38.557499,39.48,38.168358,148158800
03-01-2019,35.994999,36.43,35.5,35.547501,34.366497,365248800
04-01-2019,36.1325,37.137501,35.950001,37.064999,35.83358,234428400
07-01-2019,37.174999,37.2075,36.474998,36.982498,35.753819,219111200
08-01-2019,37.389999,37.955002,37.130001,37.6875,36.435402,164101200
09-01-2019,37.822498,38.6325,37.407501,38.327499,37.054134,180396400
10-01-2019,38.125,38.4925,37.715,38.450001,37.172573,143122800
11-01-2019,38.220001,38.424999,37.877499,38.072498,36.807617,108092800
14-01-2019,37.712502,37.817501,37.305,37.5,36.254124,129756800
15-01-2019,37.567501,38.3475,37.512501,38.267502,36.996136,114843600
16-01-2019,38.27,38.970001,38.25,38.735001,37.448093,122278800
17-01-2019,38.549999,39.415001,38.314999,38.965,37.67046,119284800
18-01-2019,39.375,39.470001,38.994999,39.205002,37.902496,135004000
22-01-2019,39.102501,39.182499,38.154999,38.325001,37.05172,121576000
23-01-2019,38.537498,38.785,37.924999,38.48,37.201569,92522400
24-01-2019,38.5275,38.619999,37.935001,38.174999,36.906704,101766000
25-01-2019,38.869999,39.532501,38.580002,39.439999,38.129673,134142000
28-01-2019,38.947498,39.0825,38.415001,39.075001,37.776798,104768400
29-01-2019,39.0625,39.532501,38.5275,38.669998,37.385262,166348800
30-01-2019,40.8125,41.537498,40.057499,41.3125,39.939976,244439200
31-01-2019,41.5275,42.25,41.139999,41.610001,40.227585,162958400
01-02-2019,41.740002,42.244999,41.482498,41.630001,40.246925,130672400
04-02-2019,41.852501,42.915001,41.82,42.8125,41.390137,125982000
05-02-2019,43.215,43.77,43.087502,43.544998,42.098289,144406400
06-02-2019,43.662498,43.892502,43.212502,43.560001,42.112804,112958400
07-02-2019,43.099998,43.485001,42.584999,42.735001,41.315212,126966800
08-02-2019,42.247501,42.665001,42.105,42.602501,41.363758,95280000
11-02-2019,42.762501,42.802502,42.3125,42.357498,41.125874,83973600
12-02-2019,42.525002,42.75,42.424999,42.7225,41.480255,89134000
13-02-2019,42.8475,43.119999,42.48,42.544998,41.307926,89960800
14-02-2019,42.427502,42.814999,42.345001,42.700001,41.45842,87342800
15-02-2019,42.8125,42.924999,42.4375,42.605,41.366184,98507200
19-02-2019,42.427502,42.860001,42.372501,42.732498,41.489975,75891200
20-02-2019,42.797501,43.330002,42.747501,43.0075,41.756977,104457600
21-02-2019,42.950001,43.092499,42.575001,42.764999,41.521526,68998800
22-02-2019,42.895,43.25,42.845001,43.2425,41.985149,75652800
25-02-2019,43.540001,43.967499,43.487499,43.557499,42.290989,87493600
26-02-2019,43.427502,43.825001,43.2925,43.5825,42.315262,68280800
27-02-2019,43.302502,43.75,43.182499,43.717499,42.446327,111341600
28-02-2019,43.580002,43.727501,43.23,43.287498,42.028835,112861600
01-03-2019,43.57,43.787498,43.2225,43.7425,42.470604,103544800
04-03-2019,43.922501,44.4375,43.4925,43.962502,42.684204,109744800
05-03-2019,43.985001,44,43.634998,43.8825,42.606529,78949600
06-03-2019,43.6675,43.872501,43.485001,43.630001,42.361378,83241600
07-03-2019,43.467499,43.610001,43.005001,43.125,41.871063,99185600
08-03-2019,42.580002,43.267502,42.375,43.227501,41.970573,95997600
11-03-2019,43.872501,44.779999,43.837502,44.724998,43.424534,128044000
12-03-2019,45,45.6675,44.842499,45.227501,43.91243,129870400
13-03-2019,45.5625,45.825001,45.23,45.427502,44.106606,124130000
14-03-2019,45.974998,46.025002,45.639999,45.932499,44.596928,94318000
15-03-2019,46.212502,46.8325,45.935001,46.529999,45.177052,156171600
18-03-2019,46.450001,47.0975,46.447498,47.005001,45.638233,104879200
19-03-2019,47.087502,47.247501,46.48,46.6325,45.276573,126585600
20-03-2019,46.557499,47.372501,46.182499,47.040001,45.67223,124140800
21-03-2019,47.505001,49.0825,47.452499,48.772499,47.354351,204136800
22-03-2019,48.834999,49.422501,47.695,47.762501,46.373722,169630800
25-03-2019,47.877499,47.994999,46.650002,47.185001,45.813007,175381200
26-03-2019,47.915001,48.220001,46.145,46.697498,45.33968,199202000
27-03-2019,47.1875,47.439999,46.637501,47.1175,45.747471,119393600
28-03-2019,47.237499,47.389999,46.8825,47.18,45.808163,83121600
29-03-2019,47.4575,47.52,47.134998,47.487499,46.106712,94256000
01-04-2019,47.91,47.919998,47.095001,47.810001,46.419838,111448000
02-04-2019,47.772499,48.615002,47.762501,48.505001,47.094624,91062800
03-04-2019,48.3125,49.125,48.287498,48.837502,47.417465,93087200
04-04-2019,48.697498,49.092499,48.285,48.922501,47.499989,76457200
05-04-2019,49.112499,49.275002,48.982498,49.25,47.817966,74106400
08-04-2019,49.105,50.057499,49.084999,50.025002,48.570438,103526800
09-04-2019,50.080002,50.712502,49.807499,49.875,48.424789,143072800
10-04-2019,49.669998,50.185001,49.544998,50.154999,48.696651,86781200
11-04-2019,50.212502,50.25,49.610001,49.737499,48.291286,83603200
12-04-2019,49.799999,50.035,49.052502,49.717499,48.271885,111042800
15-04-2019,49.645,49.962502,49.502499,49.807499,48.359253,70146400
16-04-2019,49.865002,50.342499,49.639999,49.8125,48.364105,102785600
17-04-2019,49.884998,50.845001,49.6525,50.782501,49.305901,115627200
18-04-2019,50.779999,51.037498,50.630001,50.965,49.483093,96783200
22-04-2019,50.7075,51.235001,50.584999,51.1325,49.645729,77758000
23-04-2019,51.107498,51.9375,50.974998,51.869999,50.361774,93292000
24-04-2019,51.84,52.119999,51.762501,51.790001,50.284115,70162400
25-04-2019,51.7075,51.939999,51.279999,51.32,49.827785,74172800
26-04-2019,51.224998,51.25,50.529999,51.075001,49.589909,74596400
29-04-2019,51.099998,51.4925,50.965,51.1525,49.665154,88818800
30-04-2019,50.764999,50.849998,49.7775,50.1675,48.708786,186139600
01-05-2019,52.470001,53.827499,52.307499,52.630001,51.099686,259309200
02-05-2019,52.459999,53.162498,52.032501,52.287498,50.767143,127985200
03-05-2019,52.7225,52.959999,52.557499,52.9375,51.398243,83569600
06-05-2019,51.072498,52.209999,50.875,52.119999,50.604519,129772400
07-05-2019,51.470001,51.855,50.2075,50.715,49.240364,155054800
08-05-2019,50.474998,51.334999,50.4375,50.724998,49.250076,105358000
09-05-2019,50.099998,50.419998,49.165001,50.18,48.720924,139634400
10-05-2019,49.355,49.712502,48.192501,49.294998,48.045971,164834800
13-05-2019,46.927502,47.369999,45.712502,46.43,45.253571,229722400
14-05-2019,46.602501,47.424999,46.352501,47.165001,45.969933,146118800
15-05-2019,46.567501,47.9375,46.505001,47.73,46.520622,106178800
16-05-2019,47.477501,48.1175,47.209999,47.52,46.315945,132125600
17-05-2019,46.732498,47.724998,46.689999,47.25,46.052784,131516400
20-05-2019,45.880001,46.087502,45.07,45.772499,44.61272,154449200
