Date,Open,High,Low,Close,Adj Close
08-07-2022,1.833,1.868,1.825,1.843,1.843
07-07-2022,1.813,1.863,1.805,1.853,1.853
06-07-2022,1.838,1.858,1.8,1.84,1.84
05-07-2022,1.613,1.653,1.603,1.63,1.63
01-07-2022,1.61,1.628,1.573,1.603,1.603
30-06-2022,1.66,1.673,1.59,1.6,1.6
29-06-2022,1.73,1.748,1.695,1.705,1.705
28-06-2022,1.738,1.743,1.735,1.738,1.738
27-06-2022,1.603,1.633,1.59,1.633,1.633
24-06-2022,1.568,1.61,1.54,1.598,1.598
23-06-2022,1.5,1.568,1.475,1.56,1.56
22-06-2022,1.585,1.6,1.513,1.545,1.545
21-06-2022,1.543,1.543,1.455,1.488,1.488
17-06-2022,1.463,1.518,1.45,1.51,1.51
16-06-2022,1.583,1.603,1.463,1.483,1.483
15-06-2022,1.743,1.765,1.66,1.695,1.695
14-06-2022,1.705,1.743,1.7,1.743,1.743
13-06-2022,1.335,1.5,1.335,1.498,1.498
10-06-2022,1.243,1.288,1.225,1.288,1.288
09-06-2022,1.24,1.243,1.218,1.238,1.238
08-06-2022,1.23,1.245,1.215,1.233,1.233
07-06-2022,1.225,1.228,1.223,1.225,1.225
06-06-2022,1.128,1.173,1.128,1.16,1.16
03-06-2022,1.098,1.14,1.098,1.135,1.135
02-06-2022,1.083,1.115,1.083,1.113,1.113
01-06-2022,1.11,1.11,1.098,1.103,1.103
31-05-2022,1.038,1.045,1.013,1.03,1.03
27-05-2022,1.033,1.04,1.01,1.025,1.025
26-05-2022,1.023,1.043,1.008,1.028,1.028
25-05-2022,1.033,1.048,1.018,1.045,1.045
24-05-2022,1.038,1.043,1.033,1.043,1.043
23-05-2022,0.985,0.998,0.978,0.993,0.993
20-05-2022,0.998,1.005,0.975,0.978,0.978
19-05-2022,0.995,1.003,0.98,1,1
18-05-2022,1.038,1.04,0.998,1.003,1.003
17-05-2022,1.025,1.043,1.015,1.038,1.038
16-05-2022,0.943,0.985,0.943,0.98,0.98
13-05-2022,0.913,0.963,0.913,0.943,0.943
12-05-2022,0.883,0.918,0.865,0.905,0.905
11-05-2022,0.885,0.9,0.865,0.883,0.883
10-05-2022,0.88,0.885,0.873,0.878,0.878
09-05-2022,0.808,0.815,0.773,0.8,0.8
06-05-2022,0.78,0.815,0.775,0.815,0.815
05-05-2022,0.803,0.845,0.803,0.803,0.803
04-05-2022,0.905,0.93,0.8,0.833,0.833
03-05-2022,0.893,0.905,0.8,0.895,0.895
02-05-2022,0.795,0.805,0.76,0.765,0.765
29-04-2022,0.8,0.823,0.798,0.808,0.808
28-04-2022,0.813,0.815,0.77,0.785,0.785
27-04-2022,0.808,0.82,0.8,0.808,0.808
26-04-2022,0.865,0.87,0.823,0.833,0.833
25-04-2022,0.795,0.8,0.78,0.798,0.798
22-04-2022,0.805,0.813,0.775,0.78,0.78
21-04-2022,0.78,0.808,0.775,0.8,0.8
20-04-2022,0.83,0.845,0.79,0.795,0.795
19-04-2022,0.84,0.845,0.823,0.833,0.833
18-04-2022,0.75,0.758,0.73,0.755,0.755
14-04-2022,0.748,0.763,0.73,0.748,0.748
13-04-2022,0.735,0.74,0.7,0.74,0.74
12-04-2022,0.765,0.768,0.71,0.738,0.738
11-04-2022,0.675,0.693,0.673,0.68,0.68
08-04-2022,0.665,0.673,0.66,0.668,0.668
07-04-2022,0.655,0.665,0.648,0.66,0.66
06-04-2022,0.665,0.67,0.6,0.663,0.663
05-04-2022,0.663,0.675,0.663,0.668,0.668
04-04-2022,0.5,0.54,0.5,0.538,0.538
01-04-2022,0.498,0.505,0.498,0.5,0.5
31-03-2022,0.508,0.518,0.488,0.493,0.493
30-03-2022,0.55,0.563,0.5,0.525,0.525
29-03-2022,0.595,0.598,0.553,0.555,0.555
28-03-2022,0.523,0.525,0.503,0.508,0.508
25-03-2022,0.488,0.533,0.485,0.52,0.52
24-03-2022,0.455,0.488,0.455,0.483,0.483
23-03-2022,0.51,0.51,0.478,0.48,0.48
22-03-2022,0.543,0.545,0.515,0.52,0.52
21-03-2022,0.38,0.468,0.38,0.455,0.455
18-03-2022,0.358,0.385,0.353,0.383,0.383
17-03-2022,0.37,0.373,0.353,0.36,0.36
16-03-2022,0.46,0.465,0.43,0.433,0.433
15-03-2022,0.45,0.45,0.445,0.448,0.448
14-03-2022,0.373,0.388,0.363,0.378,0.378
11-03-2022,0.365,0.365,0.35,0.365,0.365
10-03-2022,0.37,0.375,0.348,0.36,0.36
09-03-2022,0.36,0.37,0.348,0.37,0.37
08-03-2022,0.363,0.363,0.35,0.36,0.36
07-03-2022,0.315,0.32,0.295,0.305,0.305
04-03-2022,0.325,0.325,0.295,0.305,0.305
03-03-2022,0.31,0.335,0.298,0.335,0.335
02-03-2022,0.33,0.345,0.318,0.325,0.325
01-03-2022,0.33,0.338,0.3,0.313,0.313
28-02-2022,0.31,0.31,0.273,0.288,0.288
25-02-2022,0.303,0.313,0.28,0.298,0.298
24-02-2022,0.295,0.295,0.265,0.283,0.283
23-02-2022,0.365,0.365,0.318,0.34,0.34
22-02-2022,0.32,0.33,0.308,0.33,0.33
18-02-2022,0.328,0.335,0.308,0.318,0.318
17-02-2022,0.36,0.36,0.33,0.345,0.345
16-02-2022,0.405,0.41,0.35,0.373,0.373
15-02-2022,0.415,0.42,0.398,0.4,0.4
14-02-2022,0.355,0.388,0.35,0.36,0.36
11-02-2022,0.373,0.383,0.318,0.338,0.338
10-02-2022,0.26,0.37,0.255,0.37,0.37
09-02-2022,0.27,0.275,0.268,0.27,0.27
08-02-2022,0.27,0.275,0.265,0.275,0.275
07-02-2022,0.22,0.22,0.2,0.203,0.203
04-02-2022,0.19,0.228,0.188,0.223,0.223
03-02-2022,0.193,0.198,0.188,0.193,0.193
02-02-2022,0.195,0.195,0.18,0.185,0.185
01-02-2022,0.22,0.223,0.203,0.203,0.203
31-01-2022,0.178,0.185,0.17,0.173,0.173
28-01-2022,0.188,0.188,0.17,0.173,0.173
27-01-2022,0.188,0.193,0.178,0.185,0.185
26-01-2022,0.19,0.19,0.17,0.178,0.178
25-01-2022,0.185,0.19,0.183,0.185,0.185
24-01-2022,0.165,0.165,0.155,0.155,0.155
21-01-2022,0.163,0.165,0.158,0.158,0.158
20-01-2022,0.163,0.168,0.158,0.168,0.168
19-01-2022,0.17,0.17,0.16,0.165,0.165
18-01-2022,0.123,0.133,0.123,0.13,0.13
14-01-2022,0.113,0.118,0.113,0.118,0.118
13-01-2022,0.113,0.113,0.105,0.11,0.11
12-01-2022,0.115,0.115,0.11,0.115,0.115
